,LO1,LA1,EL1,LO1,LA1,EL1,VISIBLE
8887,-76.5,-13,26.09153557,-75.7,-12.6,4893.048828,4120.597871
8888,-71,-12.6,364.9848938,-71.1,-13.7,5669.876953,4120.540681
8889,-76.8,-12.3,135.9646149,-76.4,-11.7,4754.714844,4120.511601
8890,87.8,26.7,262.578125,88,27.9,5812.284668,4120.493458
8891,88.7,26.7,98.91247559,88.2,27.7,5382.568359,4120.456368
8892,-74.4,10.6,9.059674263,-73.7,10.8,4627.714355,4120.400808
8893,76.7,38.8,1234.194702,75.3,38.6,6552.909668,4120.337584
8894,86.8,26.7,215.2222748,86.6,28.1,6269.745605,4120.225152
8895,80.5,41.1,1108.498047,79.9,41.8,5900.987793,4120.159254
8896,84,28.1,870.4885864,83.8,28.5,5176.133789,4120.147928
8897,85,27.8,436.0706177,84.8,28.4,4936.000488,4120.107721
8898,-73.4,10.4,267.8151245,-73.7,10.8,4627.714355,4120.092564
8899,92.3,26.5,57.49619675,92.4,27.8,5826.476074,4119.955731
8900,86.1,27,285.5653381,86.1,28,5376.617676,4119.899488
8901,86.5,27.2,984.9729614,85.8,28.2,6449.25293,4119.891493
8902,87.5,27,677.333313,87,28.1,6163.293945,4119.872916
8903,78.5,30.1,1303.985718,79,30.9,6225.717285,4119.842549
8904,88.4,26.6,99.29100037,88.3,27.8,5625.258301,4119.786442
8905,77.6,31.4,928.7677612,77.8,32,5426.276855,4119.765917
8906,88.7,26.9,230.0132141,88.3,27.9,5443.273438,4119.628618
8907,84.5,27.9,1003.002686,85,28.6,5786.904785,4119.597761
8908,76.8,31.9,929.9061279,77.7,32.1,5654.098145,4119.582588
8909,92.8,26.7,74.40112305,92.5,27.9,5661.493164,4119.57243
8910,86.6,26.8,323.0001526,86.7,28.2,6353.915527,4119.569613
8911,-71.9,6.1,539.2196045,-72.3,6.5,4967.649902,4119.547585
8912,-78.3,-9.7,3.371200085,-77.7,-8.9,5084.833008,4119.489281
8913,90.5,26.9,257.9095459,90.5,28.2,6018.73877,4119.44438
8914,76.9,31.8,999.8380737,77.7,32.1,5654.098145,4119.342829
8915,103.6,30.5,499.930481,102.9,31.1,5319.97168,4119.336316
8916,83.7,27.4,101.7754669,84.1,28.5,5517.44873,4119.318155
8917,79.1,30.4,1869.04187,79.6,30.9,6410.762207,4119.169764
8918,82.9,27.9,421.4561768,83.6,28.8,5695.857422,4119.167579
8919,-71,-29.9,988.4978027,-69.9,-30.3,6142.692871,4119.158646
8920,77.8,30,280.5259399,79,30.9,6225.717285,4119.118049
8921,103.6,30.9,672.3022461,102.9,31.2,5227.993164,4119.025903
8922,80.3,41.1,1090.035645,80.2,42,6001.209473,4119.01998
8923,86.5,27.3,1525.174194,87,27.7,5990.612793,4118.99388
8924,84.3,27.7,187.2211609,84.1,28.6,5123.013184,4118.988735
8925,-83.4,-78.2,160.1822968,-85.3,-78.6,4576.191406,4118.960389
8926,93.4,28.1,959.367981,92.9,28.2,5276.666992,4118.837982
8927,84.4,27.5,430.3200073,84.7,28.4,5403.954102,4118.793785
8928,88.6,27.2,820.9782104,88.9,28,5629.966797,4118.777198
8929,87.5,27,677.333313,88.1,27.9,5858.122559,4118.76578
8930,78.5,30,1139.777832,79,30.9,6225.717285,4118.752249
8931,-70.9,-12.6,339.211731,-71.1,-13.7,5669.876953,4118.687918
8932,87.3,27.3,945.8250732,87,27.9,5482.717285,4118.622221
8933,83,28,926.5101318,83.3,28.7,5588.685547,4118.592768
8934,-140.3,60,462.0853882,-140.4,60.6,4932.653809,4118.58845
8935,84.2,28.2,629.4398804,83.9,28.7,5058.366211,4118.581526
8936,86.8,26.8,158.565567,87,27.9,5482.717285,4118.398985
8937,-77.7,-10.7,242.9777222,-77.1,-10.7,4698.894043,4118.383649
8938,87.1,27.1,540.6925659,86.8,27.8,5203.724121,4118.346248
8939,87.3,26.6,98.19235229,86.6,27.8,5991.532715,4118.33362
8940,88.9,27.1,1531.760498,88.1,27.6,6383.129883,4118.119056
8941,-78.1,-9.8,322.8547974,-77.8,-9.4,4681.282715,4118.092562
8942,-70.9,-33.4,536.3638916,-70.2,-33.2,5025.671387,4118.051172
8943,81.1,29.1,503.3356934,81.4,29.8,5163.494141,4118.031883
8944,-76.8,-12.1,335.9775391,-76.2,-11.9,4827.328125,4118.029193
8945,86.1,26.6,74.58358765,87,27.7,5990.612793,4118.003326
8946,-71.3,-30.4,597.3735352,-69.9,-30.3,6142.692871,4117.982353
8947,87.3,26.8,343.0588379,88.2,27.8,6053.460938,4117.979131
8948,87.8,26.9,736.6280518,88.1,27.8,5710.153809,4117.891854
8949,83,28,926.5101318,84,28.6,6146.970215,4117.855874
8950,81,41.4,1187.208008,80.2,42,6001.209473,4117.838597
8951,-82.7,-78.7,194.4933624,-85.3,-78.6,4576.191406,4117.79277
8952,86.1,27.3,1157.695313,86.4,28.3,6315.154785,4117.766689
8953,85,28.1,1426.367432,85,28.6,5786.904785,4117.728896
8954,93.8,28,492.1406555,92.7,28.2,5562.993652,4117.588923
8955,87.9,26.1,49.33653259,88.1,27.6,6383.129883,4117.503126
8956,78.4,29.9,876.8343506,79,30.9,6225.717285,4117.499468
8957,84.7,28,887.7362061,85.7,28.4,5914.893066,4117.413778
8958,86.5,27.1,729.5213623,86.5,28,5633.594727,4117.40406
8959,85.1,27.4,463.8800049,85,28.4,5560.041992,4117.396423
8960,85.9,27.4,674.0700073,86.3,28.2,5534.607422,4117.3947
8961,75.9,32.3,604.1532593,76.9,32.7,5567.690918,4117.346427
8962,97.4,27.7,710.2155762,97.5,28.4,5310.976074,4117.330547
8963,-142.5,60.1,10.93140984,-140.5,60.6,5321.358398,4117.115212
8964,84.1,27.9,530.072876,84.1,28.6,5123.013184,4117.088177
8965,88.6,27.2,820.9782104,88.8,27.7,5211.320313,4116.96493
8966,-82.8,-78.8,187.4243011,-85.3,-78.6,4576.191406,4116.957716
8967,103.6,30.8,606.1211548,102.9,31.2,5227.993164,4116.862294
8968,-82.7,-78.5,191,-85.3,-78.6,4576.191406,4116.847157
8969,84.7,27.3,199.7576294,85,28.4,5560.041992,4116.837358
8970,88.9,26.8,131.3403625,88.1,27.8,5710.153809,4116.835459
8971,76.7,38.6,1273.329346,75.3,38.6,6552.909668,4116.809966
8972,-78.5,-9.1,112.6537247,-78,-8.8,4553.630371,4116.697825
8973,86.9,26.9,219.4210815,86.5,28,5633.594727,4116.678708
8974,84.2,28.3,1521.161133,84.4,28.9,6017.385254,4116.62092
8975,83.8,27.2,96.39510345,84,28.6,6146.970215,4116.592912
8976,87.2,27.5,805.8582764,87.6,27.7,5083.319824,4116.587516
8977,90.9,26.9,410.4328918,90.3,28.2,6443.167969,4116.412633
8978,87.5,26.3,59.51210022,88.1,27.7,6357.160645,4116.390838
8979,92.7,26.9,97.94897461,92.4,27.7,4904.829102,4116.372827
8980,-71.3,-32.6,117.5161057,-70,-32.7,5407.111328,4116.363411
8981,85.9,27.4,674.0700073,86.8,28,5756.746582,4116.357378
8982,85.6,27.6,1151.277466,86.6,28.1,6269.745605,4116.34202
8983,42.4,42.4,195.3696747,43.1,43,4918.285156,4116.333689
8984,75.9,32.6,571.3031006,76.5,32.8,4974.003418,4116.291844
8985,85.9,27.1,583.5881348,86.9,27.7,5815.007813,4116.270527
8986,-70.6,-32.7,1043.293579,-70,-32.7,5407.111328,4116.236002
8987,-149.7,63.9,661.8771973,-151,63.1,5726.350586,4116.203234
8988,-71,-32.5,562.8148193,-70,-32.7,5407.111328,4116.196407
8989,-77.6,-10.9,246.2318878,-77.1,-10.8,4606.28125,4116.177456
8990,-70.5,-18.1,145.0391083,-69.8,-17.6,4934.990234,4116.054968
8991,-150.1,61.9,44.26143265,-151,63.1,5726.350586,4115.92456
8992,87.3,27.4,851.4530029,87.8,27.8,5313.393066,4115.879675
8993,-71.1,-12.6,378.9168091,-71.1,-13.7,5669.876953,4115.817416
8994,83,27.5,99.51851654,84,28.6,6146.970215,4115.814821
8995,44.6,39.8,808.6333008,44.3,39.7,4985.76709,4115.758733
8996,92.8,27,125.6159973,92.3,27.9,5219.134766,4115.720288
8997,75.6,39.2,1452.068115,75.2,38.6,6011.491699,4115.650418
8998,84.7,28,887.7362061,84.1,28.5,5517.44873,4115.620325
8999,83.7,28,876.8568726,83.3,28.7,5588.685547,4115.59398
9000,87.5,38.7,1020.275574,87.4,37.9,5763.431641,4115.59374
9001,78.2,30.1,412.8584595,79.7,30.7,6503.758301,4115.484848
9002,84.3,28,594.3851929,85.8,28.2,6449.25293,4115.462605
9003,83.3,27.6,114.0221024,83.6,28.8,5695.857422,4115.439308
9004,86.5,27.3,1525.174194,86.6,28.1,6269.745605,4115.326985
9005,86.1,27.7,1676.382324,86.6,27.8,5991.532715,4115.263413
9006,-70.1,-13.1,325.8868103,-70.4,-13.9,5145.304199,4115.261244
9007,-74.1,10.3,119.5944901,-73.7,10.8,4627.714355,4115.197473
9008,83.3,28.2,1163.526001,83.6,28.8,5695.857422,4115.187038
9009,88.7,27.2,970.2468872,88.1,27.8,5710.153809,4115.185658
9010,80.7,41.2,1128.703613,80.2,42,6001.209473,4115.129756
9011,87.9,26.5,84.41896057,88.1,28,6415.536133,4115.035406
9012,84.1,27.8,835.0829468,84.2,28.9,6132.822754,4114.989888
9013,86,26.9,152.3205872,86.5,28,5633.594727,4114.952761
9014,-73.2,11.2,123.4777451,-73.7,10.8,4627.714355,4114.94431
9015,-78.5,-9,166.0800018,-77.5,-9.1,5237.833496,4114.938827
9016,84.4,28.2,696.8222656,85,28.8,5431.319824,4114.862213
9017,84.7,28,887.7362061,85.8,28.3,6003.623047,4114.850601
9018,92.7,26.8,81.19217682,92.6,27.9,5378.776855,4114.834592
9019,87.1,27.5,1440.676514,88.1,27.7,6357.160645,4114.815252
9020,84.5,28,625.3669434,84.3,28.7,5246.100098,4114.78641
9021,83.8,27.7,575.222229,84.2,28.5,5432.405273,4114.72596
9022,-77.6,-11.3,0.702222228,-77.1,-10.7,4698.894043,4114.686579
9023,-70.3,-18.3,124.7709045,-69.8,-17.6,4934.990234,4114.672935
9024,92.5,26.5,62.78271484,92.4,27.8,5826.476074,4114.669213
9025,-76.8,-12.1,335.9775391,-76.4,-11.7,4754.714844,4114.600438
9026,86.8,26.8,158.565567,88.1,27.7,6357.160645,4114.597915
9027,86.9,26.7,164.9820404,88.1,27.7,6357.160645,4114.557184
9028,84.8,28.1,1161.253784,84.4,28.9,6017.385254,4114.512008
9029,94.8,28.9,1314.35376,94.9,29.4,5679.053711,4114.487917
9030,42.8,42.5,513.9022217,43.1,43,4918.285156,4114.48082
9031,84.1,27.5,339.2953186,84.2,28.5,5432.405273,4114.378018
9032,87.2,27.5,805.8582764,87.1,28.3,5549.376465,4114.372813
9033,84.9,28.3,1592.108521,84.5,28.8,6069.183105,4114.350092
9034,-70.1,-18.3,847.5217896,-69.5,-18.1,5316.158691,4114.280138
9035,85.8,27.1,407.0035706,86.1,28,5376.617676,4114.274577
9036,80.5,28.9,252.3769836,81.5,29.9,6075.006836,4114.245694
9037,84.1,27.8,835.0829468,84,28.8,5928.002441,4114.153797
9038,79,30.4,1003.86145,78.5,31.1,5773.192871,4114.106882
9039,84.2,27.6,154.4753723,83.8,28.5,5176.133789,4114.031663
9040,-70.4,-13.3,599.0960083,-70.9,-13.8,5185.337891,4114.002772
9041,-150.5,64.3,166.2577515,-151,63.1,5726.350586,4113.932473
9042,88.4,26.8,160.4662476,88.2,27.9,5480.126465,4113.907974
9043,84.1,27.8,835.0829468,84.2,28.5,5432.405273,4113.897255
9044,92.7,27,126.6080017,92.5,28,5242.1875,4113.886315
9045,88.1,26.6,103.0452728,88.1,27.9,5858.122559,4113.733783
9046,84.8,27.8,742.1304932,84.4,28.7,5763.114746,4113.725227
9047,84.4,27.5,430.3200073,83.8,28.6,5991.510254,4113.684218
9048,92.6,27,313.7084351,92.7,28,5406.175293,4113.669102
9049,84.1,27.5,339.2953186,84.5,28.7,5972.400879,4113.621497
9050,79.3,41.4,1436.44751,79.9,41.8,5900.987793,4113.6193
9051,86.3,26.9,276.7989807,86.8,28,5756.746582,4113.599835
9052,84.7,28,887.7362061,84.2,28.5,5432.405273,4113.477483
9053,86.3,26.9,276.7989807,87,28.1,6163.293945,4113.474188
9054,79.3,29.9,1075.940308,79,30.9,6225.717285,4113.469037
9055,76.2,32.2,734.1536865,76.6,32.6,5113.729492,4113.426563
9056,85.5,27.8,1346.139282,86.4,28.3,6315.154785,4113.421258
9057,86,27.1,628.5646362,85.9,28.1,5720.790527,4113.393744
9058,92.8,27.3,584.3860474,92.5,28,5242.1875,4113.363085
9059,84.6,27.7,565.8151245,85.6,28.3,5785.941406,4113.353802
9060,85.7,27.1,266.4478149,85.6,28.3,5785.941406,4113.346642
9061,86.4,27,346.4159851,86.8,27.8,5203.724121,4113.313223
9062,79.3,41.3,1349.041504,79.9,41.8,5900.987793,4113.312501
9063,84.7,27.6,489.0296936,85.8,28.4,6140.036621,4113.241591
9064,92.6,26.8,90.4644165,92.6,27.9,5378.776855,4113.223358
9065,93.1,27.7,1289.393921,92.7,28.1,5679.272949,4113.115684
9066,87.7,27.3,830.1617432,88,27.8,5254.681152,4113.026877
9067,83.6,28.3,812.9851685,83.3,28.8,5236.212891,4113.002199
9068,80.1,29.7,1100.839966,81.1,30.1,6099.142578,4112.995275
9069,84.9,26.9,76.42032623,85.8,28.2,6449.25293,4112.979622
9070,82.1,28.6,1060.721924,82.6,29.3,5835.489258,4112.951402
9071,-149.5,63.7,825.7247925,-151,63.1,5726.350586,4112.949951
9072,-70.4,-13.2,556.5230103,-70.4,-13.9,5145.304199,4112.927395
9073,84.8,27.5,338.7229614,85.9,28.1,5720.790527,4112.923021
9074,-73.2,10.4,124.9151382,-73.7,10.8,4627.714355,4112.883019
9075,-70.6,-34.1,921.3441162,-69.9,-33.8,5449.004883,4112.80087
9076,84.5,27.7,236.9353027,85.7,28.4,5914.893066,4112.796691
9077,-67.7,-15.8,716.4693604,-68.1,-16.3,5215.496094,4112.736538
9078,83.9,28.3,1335.825439,84.1,28.5,5517.44873,4112.715684
9079,-150.9,64.3,213.2658539,-151,63.1,5726.350586,4112.657968
9080,-152.7,62.7,875.9382935,-151,63.1,5726.350586,4112.610468
9081,84.5,28.2,1061.746948,85.8,28.2,6449.25293,4112.563175
9082,86.2,26.9,163.1181641,87,28.1,6163.293945,4112.54347
9083,88.1,26.2,59.31999969,88.1,27.7,6357.160645,4112.480061
9084,87.9,27.2,1522.550049,88.2,27.8,6053.460938,4112.47833
9085,-82.9,-78.9,163.5074005,-85.3,-78.6,4576.191406,4112.476811
9086,-78.3,-9.7,3.371200085,-77.7,-9.5,4494.51123,4112.449309
9087,-71.6,-17.1,698.0028687,-71.4,-16.3,5467.62793,4112.434847
9088,-67.8,-15.7,861.8238525,-68.3,-16.1,5354.05957,4112.281902
9089,88.9,26.9,186.7310944,89.1,27.5,4679.244629,4112.205077
9090,84.2,27.5,315.6770325,84.7,28.4,5403.954102,4112.194266
9091,83.2,27.7,158.3808594,84,28.8,5928.002441,4112.148655
9092,84.3,27.7,187.2211609,84.2,28.8,5481.948242,4112.083727
9093,-151,64.3,215.7516632,-151,63.1,5726.350586,4112.077737
9094,84.6,28.1,1503.192139,84.5,28.7,5972.400879,4112.04014
9095,87.3,26.7,135.1722717,86.9,27.8,5545.130371,4112.038475
9096,84.6,27.3,151.4192047,85,28.4,5560.041992,4112.034707
9097,90.2,26.7,138.1960297,90.3,28.2,6443.167969,4111.934221
9098,85.3,27.9,1161.489746,85.5,28.6,5779.464844,4111.929425
9099,-73.9,11.3,22.91128922,-73.6,10.8,4461.758301,4111.907891
9100,84.7,27.8,563.2319946,85.5,28.6,5779.464844,4111.899635
9101,-148.9,62.7,570.3700562,-151,63.1,5726.350586,4111.895899
9102,78.6,30.4,812.7029419,79.5,31,5855.86084,4111.891425
9103,83.2,27.7,158.3808594,83.5,28.8,5513.183105,4111.870865
9104,-78.5,-9,166.0800018,-78,-8.8,4553.630371,4111.758133
9105,84.3,28,594.3851929,83.6,28.8,5695.857422,4111.682073
9106,-71.2,-32.5,147.0849457,-70,-32.1,5413.284668,4111.679055
9107,-78.2,-9.4,418.433136,-77.8,-9.4,4681.282715,4111.623328
9108,75.8,32.5,550.8340454,76.6,32.6,5113.729492,4111.584934
9109,88.2,26.6,107.541687,88.3,27.8,5625.258301,4111.535755
9110,81.6,28.4,265.870575,82.4,29,5205.188965,4111.530461
9111,75.9,32.5,793.151123,76.8,33.2,5935.788574,4111.530157
9112,87.1,27.1,540.6925659,88.2,27.8,6053.460938,4111.406957
9113,85.8,27.2,535.4017334,86.9,27.7,5815.007813,4111.369833
9114,-72,5.9,420.3466797,-72.3,6.5,4967.649902,4111.326591
9115,-73.4,10.2,82.35905457,-73.7,10.8,4627.714355,4111.28493
9116,87.1,27.4,1121.033447,87,27.9,5482.717285,4111.266778
9117,-76.5,-12.8,151.5013275,-75.7,-12.6,4893.048828,4111.247288
9118,86.1,26.7,83.85795593,85.8,28.2,6449.25293,4111.17395
9119,87.7,26.7,154.7442322,87.9,27.9,5695.104004,4111.17295
9120,-151.3,63.1,1597.288086,-151,63.1,5726.350586,4111.169796
9121,-84,-79,247.8874207,-85.3,-78.6,4576.191406,4111.045141
9122,85.8,27.2,535.4017334,87,27.7,5990.612793,4111.03667
9123,84.1,28.1,735.4498291,83.7,29.1,5937.436035,4110.967934
9124,84.6,28,936.6008911,84.3,28.9,5901.825195,4110.952611
9125,85.5,27.1,132.1795502,85.7,28.4,5914.893066,4110.932692
9126,-74.2,10.8,13.54417801,-73.6,10.8,4461.758301,4110.917613
9127,83.4,28.2,1610.206055,84,28.6,6146.970215,4110.799107
9128,-77,-12.1,153.8431549,-76.4,-11.7,4754.714844,4110.781206
9129,-71.6,-17,267.9284058,-71,-16.5,4942.007324,4110.748906
9130,86,27.2,828.2067871,87,27.8,6052.665039,4110.654435
9131,-153.6,62.9,223.9477692,-151,63.1,5726.350586,4110.603147
9132,88.3,26.5,88.95565796,88.1,28,6415.536133,4110.498708
9133,76.2,31.9,416.2536316,76.6,32.6,5113.729492,4110.492831
9134,86.4,26.8,183.4888916,86.8,28.1,6057.73291,4110.487784
9135,-70.9,-33.7,341.1777344,-70.2,-33.2,5025.671387,4110.45498
9136,85.6,27.9,1554.192749,85.7,28.4,5914.893066,4110.336386
9137,92.9,27,227.0897827,92.4,27.9,5315.22998,4110.326982
9138,82.8,27.9,475.5119934,84,28.6,6146.970215,4110.301847
9139,-70,-13.1,266.5787659,-70.4,-13.9,5145.304199,4110.297736
9140,85.2,27.1,126.7958527,86.7,28.1,6924.729492,4110.270849
9141,93,27.4,730.0299072,92.3,28,5562.911133,4110.206704
9142,86.7,27.4,1464.083252,86.8,28.1,6057.73291,4110.121028
9143,87.1,26.5,78.76829529,88.1,27.7,6357.160645,4110.10286
9144,-77.8,-10.6,174.6342468,-77,-10.7,4894.67627,4110.06176
9145,82.8,27.6,114.8154678,83.3,28.7,5588.685547,4110.005856
9146,85,27.8,436.0706177,85.2,28.4,4925.89502,4110.002855
9147,87.3,26.8,343.0588379,87,28.1,6163.293945,4109.983533
9148,74.4,35.9,1427.850708,74.5,36.5,5893.759277,4109.935101
9149,78,30.1,512.1887207,78.5,31.1,5773.192871,4109.918605
9150,87.2,27.2,903.22229,86.8,28,5756.746582,4109.909189
9151,-77.6,-11,134.6788177,-76.9,-10.5,4946.594727,4109.864556
9152,92.6,26.9,113.6238632,92.7,28,5406.175293,4109.810112
9153,87.2,27.3,287.8613892,87.7,27.7,4744.041016,4109.80263
9154,87.1,26.8,105.9111099,87.6,28.1,6048.252441,4109.759997
9155,87.7,27.3,830.1617432,88.2,27.9,5480.126465,4109.662892
9156,85.5,26.9,90.39289093,85.9,28.1,5720.790527,4109.63084
9157,86.7,27.1,547.0845947,85.8,28.2,6449.25293,4109.623472
9158,-141,59.9,261.2038269,-140.4,60.6,4932.653809,4109.543673
9159,78.9,29.4,287.0156555,79.7,30.7,6503.758301,4109.542959
9160,79.6,41.4,1347.101807,80.2,42,6001.209473,4109.540626
9161,82,28.6,982.3382568,82.6,29.3,5835.489258,4109.535139
9162,-78.2,-9.5,410.9031982,-77.8,-9.4,4681.282715,4109.486477
9163,82.7,27.7,181.9300079,83.8,28.6,5991.510254,4109.311088
9164,95.4,29.5,1375.955566,94.9,29.4,5679.053711,4109.275641
9165,-65.6,-27.5,365.4232178,-66,-27.1,4752.705566,4109.223188
9166,-78.3,-9.2,246.6752014,-77.8,-9.3,4602.083496,4109.207104
9167,-70.5,-18.2,49.88859177,-69.8,-17.7,4832.473145,4109.185026
9168,84.2,27.2,103.8377075,84,28.6,6146.970215,4109.150308
9169,78.5,30.4,1005.907349,79.3,31,5924.249023,4109.132828
9170,78.1,30.2,523.762146,79.1,31,5973.947754,4109.059117
9171,84.4,28.2,696.8222656,85.4,28.6,5712.751465,4109.045202
9172,88.3,26.1,57.81119919,88.1,27.6,6383.129883,4109.028459
9173,84.1,28,652.6550903,84.4,28.8,5450.764648,4108.929315
9174,84.3,28.1,559.873291,84.6,28.6,4979.219238,4108.877353
9175,84.3,28.2,791.8238525,83.8,28.5,5176.133789,4108.868655
9176,-149.7,63.8,813.7600098,-151,63.1,5726.350586,4108.837462
9177,84.8,28,490.6791992,84.6,28.6,4979.219238,4108.828254
9178,84.4,27.7,193.4969025,83.8,28.7,5545.005371,4108.800488
9179,-70.9,-29.3,643.3104858,-70,-29.3,5350.333496,4108.783757
9180,87,26.8,142.0918579,86.9,28.1,5899.844238,4108.750714
9181,87.5,27,677.333313,87.9,27.9,5695.104004,4108.728989
9182,88,26.9,739.6520386,88.2,28,6054.126953,4108.66954
9183,95.9,28.1,483.2717896,96.7,29.2,6245.858398,4108.666553
9184,-78.4,-8.9,366.6758423,-77.8,-8.7,4855.538574,4108.609862
9185,85.9,27,266.3217773,86.1,28,5376.617676,4108.581596
9186,-151.1,64.3,217.367569,-151,63.1,5726.350586,4108.556253
9187,84.2,27.4,226.2101593,84.1,28.5,5517.44873,4108.546376
9188,82.7,28.2,967.0731201,83.3,28.7,5588.685547,4108.534541
9189,88.7,26.3,67.43837738,88.1,27.7,6357.160645,4108.464561
9190,85.5,27.2,177.8186646,86.7,28.2,6353.915527,4108.46238
9191,83.7,27.5,110.2444458,84,28.8,5928.002441,4108.450685
9192,92.8,26.9,88.15923309,92.3,28,5562.911133,4108.445667
9193,81.3,28.7,538.456604,81.5,29.9,6075.006836,4108.410227
9194,-78.1,-9.7,674.873291,-77.6,-9.1,5369.162109,4108.359207
9195,-149.9,64.2,211.4368134,-151,63.1,5726.350586,4108.356834
9196,84.2,28.2,629.4398804,83.3,28.7,5588.685547,4108.328507
9197,88,26.2,55.82222366,88.1,27.7,6357.160645,4108.261357
9198,87.3,26.8,343.0588379,86.9,27.8,5545.130371,4108.201114
9199,87.3,27.4,851.4530029,88,28,5682.258789,4108.117738
9200,92.9,26.9,92.40509796,92.7,28,5406.175293,4108.087338
9201,92.8,27.1,278.8187561,92.5,28,5242.1875,4108.047248
9202,88.9,26.7,97.91738892,88.8,27.9,5612.100098,4108.018552
9203,83.6,28.4,1212.090454,84.1,28.5,5517.44873,4107.95108
9204,-77.7,-10.4,358.611969,-77.3,-10.4,4616.819824,4107.901644
9205,-152.6,62.3,474.0604248,-151,63.1,5726.350586,4107.840215
9206,-149.6,62.7,1068.156372,-151,63.1,5726.350586,4107.800761
9207,87.7,26.8,429.3883362,86.9,27.7,5815.007813,4107.694509
9208,83.4,28.4,1242.7323,83.5,28.8,5513.183105,4107.573306
9209,103.6,31,732.7515869,102.9,31.2,5227.993164,4107.499501
9210,95.8,28.4,912.6564941,96.7,29.2,6245.858398,4107.46008
9211,85.9,27.2,546.3995361,86.8,28.1,6057.73291,4107.367169
9212,85.9,27.1,583.5881348,86.7,28.2,6353.915527,4107.353367
9213,76,32,407,76.6,32.6,5113.729492,4107.350411
9214,84.7,28,887.7362061,84.3,28.9,5901.825195,4107.263611
9215,83.3,27.8,1160.855103,83.9,28.6,6161.178711,4107.13832
9216,80.7,41.5,1359.410645,79.9,41.8,5900.987793,4107.110141
9217,84.8,28,490.6791992,84.8,28.9,5384.370117,4107.05236
9218,-73,-15.9,1215.775391,-72.9,-15.4,5574.628418,4107.047517
9219,88.7,26.7,98.91247559,88.8,27.9,5612.100098,4107.023465
9220,44.5,39.9,817.0509644,44.3,39.7,4985.76709,4106.943118
9221,86.4,26.9,429.9731445,86.8,28.1,6057.73291,4106.912612
9222,81.6,36.6,1695.667236,81.6,36,6152.234863,4106.904394
9223,-83.1,-79,136.7542725,-85.3,-78.6,4576.191406,4106.834278
9224,78.8,29.7,691.3120117,79,30.9,6225.717285,4106.816357
9225,84.4,28.1,1225.170776,84,28.8,5928.002441,4106.792196
9226,83.7,28.2,974.4421387,83.8,28.5,5176.133789,4106.767047
9227,-149.8,64.1,372.0133057,-151,63.1,5726.350586,4106.749285
9228,-69.9,-13.2,333.2650757,-70.4,-13.9,5145.304199,4106.737648
9229,81,29,997.4933472,81.5,29.9,6075.006836,4106.682818
9230,85.3,27.2,243.8331299,86.6,27.8,5991.532715,4106.67335
9231,80.1,29.5,882.0853271,79.7,30.7,6503.758301,4106.672044
9232,79.1,30.4,1869.04187,79,30.9,6225.717285,4106.66168
9233,-141.6,60.2,772.6372681,-140.5,60.6,5321.358398,4106.65495
9234,78,30,311.3333435,78.5,31.1,5773.192871,4106.643756
9235,-76.7,-12.6,17.56266594,-76,-12.2,4733.408691,4106.597471
9236,84.5,27.4,383.4945068,83.9,28.6,6161.178711,4106.509385
9237,87.5,27.2,1845.61438,88.1,27.6,6383.129883,4106.487263
9238,83.8,28.1,1118.908936,84.5,28.8,6069.183105,4106.456623
9239,84.7,28,887.7362061,85.4,28.6,5712.751465,4106.455248
9240,93.6,28.1,960.6714478,92.7,28.1,5679.272949,4106.45209
9241,88.2,26.2,57.65208817,88.1,27.7,6357.160645,4106.431493
9242,82.9,27.5,97.21530914,83.8,28.6,5991.510254,4106.415881
9243,80.3,29.8,906.7880859,81.5,29.9,6075.006836,4106.392515
9244,-70.4,-18.3,37.21191025,-69.9,-17.6,4839.117676,4106.369829
9245,-77.4,-11.1,328.2874756,-77.1,-10.8,4606.28125,4106.357324
9246,87.2,26.8,187.6366272,86.8,28.1,6057.73291,4106.340048
9247,79.4,29.8,1545.468262,79.7,30.7,6503.758301,4106.284024
9248,92.5,26.9,144.0054321,92.7,28.1,5679.272949,4106.195055
9249,80.9,28.8,322.1537781,81.1,30.1,6099.142578,4106.12849
9250,76.3,39.4,1238.555054,75.3,38.6,6552.909668,4106.102085
9251,86.8,38.5,1091.779175,87.4,37.9,5763.431641,4106.091387
9252,87,27.2,1208.021973,86.7,28.2,6353.915527,4106.068711
9253,-65.4,-27.7,312.5412292,-66.1,-27.2,5036.069824,4106.028076
9254,42.7,42.2,106.5843964,43.1,43,4918.285156,4106.020405
9255,88.8,26.7,107.6037369,88.8,27.9,5612.100098,4106.000232
9256,-78.2,-9.3,665.6347656,-77.6,-9,5199.786621,4105.980593
9257,78.6,29.8,734.0552368,79.7,30.7,6503.758301,4105.978832
9258,84.8,27.9,1181.137451,85,28.4,5560.041992,4105.904023
9259,85.8,27.6,1727.391602,86.9,28,6908.385742,4105.874926
9260,83.9,27.8,721.0803833,84.5,28.8,6069.183105,4105.801481
9261,85.8,27.7,1200.903809,85.6,28.5,5958.530762,4105.797105
9262,-77.4,-11.4,100.8085327,-76.7,-11.1,4751.684082,4105.767169
9263,-65.6,-27.1,523.8461304,-66,-27.1,4752.705566,4105.72996
9264,85,28.1,1426.367432,85.6,28.5,5958.530762,4105.700805
9265,83.4,28.2,1610.206055,83.8,28.6,5991.510254,4105.655539
